1,0.0019745934420905367
2,0.001917519500801592
3,0.0019677887845348956
4,0.0020001785855839247
5,0.0019450200871406538
6,0.001961676152100334
7,0.0020087605603696453
8,0.0019472390408463794
9,0.0019323309279218588
10,0.0019347223363540386
11,0.0019910017500890634
12,0.0019494987787572568
13,0.001934230425254936
14,0.0019979588483848383
15,0.001979681725139005
16,0.0019179112037345783
17,0.0019033673526820674
18,0.001959332535295288
19,0.001940317696277006
20,0.0019033309151341455
21,0.0019398266728202632
22,0.001970982127747629
23,0.001945315242806185
24,0.002016290801106634
25,0.001909323540320161
26,0.0019513078604948802
27,0.00193597393261777
28,0.0019517044290132699
29,0.0019333867039952695
30,0.0019378221101160002
31,0.001965867845723421
32,0.0019522321767066833
33,0.0019366642703990472
34,0.0019832092263643796
35,0.001962544984326019
36,0.0019297467748515481
37,0.0019292428556535967
38,0.001984201093368818
39,0.0019328235410748106
40,0.0019187864969357955
41,0.001947723274370729
42,0.001952384831128956
43,0.0019663950024574415
44,0.0019556015204608896
45,0.001940396327208757
46,0.0019265395865267463
47,0.001955662750590212
48,0.0019347183076072793
49,0.0019518053026759189
50,0.0019080154284913738
51,0.001963948325155976
52,0.001969004238310709
53,0.001968180901509212
54,0.00201222869158468
55,0.0019877163088760415
56,0.0020122564597042153
57,0.002035144005296705
58,0.0020090918756416327
59,0.0020384162828274563
60,0.0019990969820214413
61,0.0020184345828911923
62,0.002012702811677235
63,0.0020323884593023253
64,0.0020319490378122892
65,0.0020648563359858835
66,0.0020546413751796836
67,0.0020688897852424544
68,0.0020805010669908155
69,0.002062879760842406
70,0.002055237571157495
71,0.002073484616415111
72,0.0020708912098668752
73,0.0020645564615928576
74,0.002082308927908703
75,0.002081203305441348
76,0.0020818727754471186
77,0.0021161397013263624
78,0.0020930190269558544
79,0.002104531504648473
80,0.0020988363882106726
81,0.002105862218214608
82,0.0021150044809578436
83,0.002104608115151047
84,0.002105566192044975
85,0.0021052150795213944
86,0.0021430687092253505
87,0.0021197987649616704
88,0.002131003856317848
89,0.0021195194327217805
90,0.002137708502968617
91,0.0021309658369927306
92,0.002139455816200847
93,0.00214923431195073
94,0.002135072906001765
95,0.0021372213496245857
96,0.002139693153613969
97,0.0022177812303815375
98,0.0021603849400884997
99,0.002191012410797394
100,0.0021708287032540068
